Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-03-12,4,2,0,0,0,0,0,3,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,1,0,0,0,6,0,0,0,0,1,0,0,1,0,1,0,5,0,0,0,1,0,0,0,5,1,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,6,0,1,1,1,0,0,0,0,2,7,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,1,1,2,0,1,1,3,1,1,0,24,0,0,5,0,1,3,1,7,0,1,0,3,3,0,0,0,0,1,2,3,0,6,0,7,0,1,3,1,2,1,0,4,0,3,6,2,0,3,4,1,0,0,0,8,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,3,0,3,2,0,0,0,0,1,0,3,6,0,0,3,0,1,1,6,2,4,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-03-13,7,3,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,2,1,0,3,0,0,0,1,5,1,1,0,0,0,1,0,1,0,0,0,6,0,2,1,1,0,0,1,4,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,5,2,0,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,5,0,0,0,2,0,0,0,1,0,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,2,0,0,2,0,2,0,1,0,2,0,11,2,1,6,2,2,1,2,4,0,1,0,1,5,0,2,0,2,0,0,1,0,5,0,7,0,1,1,0,7,0,0,7,1,1,6,0,0,1,4,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,4,0,0,0,5,1,8,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,3,0,3,1,7,0,1,2,1,1,0,1,6,2,0,1,1,6,0,0,0,1,0,1,3,1,3,0,7,1,4,0,1,0,0,1,3,0,2,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,14,0,0,1,2,2,1,0,3,0,0,0,0,6,0,0,0,0,1,2,1,0,9,1,8,1,0,2,1,2,3,0,1,0,2,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,10,4,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,2,3,3,2,21,2,2,1,1,4,0,1,2,1,8,1,2,1,0,0,1,0,3,0,0,1,11,1,2,0,1,0,1,1,12,3,0,4,0,1,8,0,1,1,0,0,4,0,0,1,0,4,0,0,0,0,0,6,2,0,0,0,1,2,1,0,1,1,0,0,1,16,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,16,2,1,6,0,4,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,8,1,7,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,10,0,1,0,8,3,0,0,2,0,15,1,0,0,8,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,14,0,1,0,2,0,1,1,1,3,0,1,2,0,1,2,0,23,0,2,10,1,3,2,0,2,0,0,0,1,6,0,3,0,0,1,1,1,0,7,1,3,1,3,2,0,6,5,0,11,1,3,7,3,1,3,4,2,0,0,0,12,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,3,1,4,0,0,0,0,0,0,1,6,6,0,0,4,1,5,0,14,6,27,0,0,14,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-17,5,1,0,0,0,0,1,7,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,9,0,0,0,0,3,0,0,2,0,4,0,1,0,0,0,0,1,2,0,0,0,6,0,1,0,0,0,0,1,4,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,13,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,11,0,0,0,2,0,0,0,0,1,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1,0,0,0,2,0,3,0,12,0,3,4,0,0,2,0,1,0,0,1,1,5,0,3,1,0,0,1,2,0,8,3,7,2,3,1,1,3,1,1,8,0,0,6,3,1,0,2,1,0,0,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,2,1,1,0,3,0,3,0,10,0,5,0,0,12,1,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
2020-03-18,5,0,0,0,0,0,0,7,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,10,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,1,5,0,0,2,0,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,1,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,6,0,0,0,6,1,0,0,0,0,4,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,2,0,1,2,1,0,0,0,1,1,2,3,0,3,3,0,2,0,2,9,0,0,0,1,9,0,2,1,0,4,4,2,1,4,1,5,2,1,0,0,7,2,1,8,0,3,7,1,0,2,4,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,3,0,3,0,3,3,11,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
2020-03-19,5,1,0,0,0,0,1,6,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,0,1,6,0,0,2,0,1,0,1,2,0,12,0,1,1,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,9,0,0,5,1,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,6,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,2,5,0,0,0,2,2,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,2,1,0,2,1,2,1,2,0,1,2,15,0,3,5,0,0,4,0,5,1,2,1,0,7,0,3,0,1,0,0,2,0,1,0,7,1,2,3,1,3,1,1,7,0,4,8,0,0,4,3,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,4,5,1,0,2,0,5,0,6,1,6,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
2020-03-20,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,1,9,0,1,1,0,2,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,2,3,0,5,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,0,2,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6,0,1,0,4,4,1,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,1,3,2,1,0,0,0,20,0,1,10,1,3,2,0,4,0,0,0,0,3,0,3,0,1,1,1,0,1,5,1,8,3,2,3,0,6,1,0,8,0,4,10,3,0,0,1,0,0,0,0,3,0,0,1,0,2,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,2,0,5,0,3,0,6,0,10,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-03-21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,6,0,0,7,3,0,1,1,2,0,2,0,2,3,0,0,0,0,1,1,4,0,6,3,4,0,1,0,1,5,4,1,0,0,4,13,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,14,1,1,3,2,0,2,1,4,1,0,2,1,4,0,0,0,0,0,2,3,0,5,1,4,0,2,3,3,3,1,1,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-23,12,4,0,0,0,0,0,8,0,0,0,0,1,0,6,0,0,0,0,3,1,1,0,1,3,0,0,0,0,0,0,1,2,1,24,0,6,4,0,2,2,1,2,0,6,1,4,1,0,2,0,0,3,0,3,0,12,0,4,0,0,0,0,0,14,3,0,5,0,2,7,1,1,0,0,0,2,0,1,1,1,4,0,1,1,0,1,0,1,0,0,0,0,0,3,0,2,1,0,0,0,17,3,1,0,0,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,10,1,0,1,0,0,1,1,4,0,0,0,0,1,0,1,0,0,1,0,0,11,0,8,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,10,0,0,0,7,2,0,1,0,1,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,10,1,0,0,0,1,1,0,0,1,3,3,0,3,0,1,2,18,2,0,9,1,0,0,1,4,1,0,1,0,3,0,6,0,0,4,3,2,0,3,0,8,1,2,3,0,7,2,0,4,0,1,8,3,0,2,4,1,0,0,0,5,0,0,0,0,1,1,0,0,1,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,10,3,0,11,0,1,1,24,5,11,0,0,10,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0
2020-03-24,7,1,0,1,0,0,1,5,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2,1,0,3,2,0,0,0,7,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,1,3,0,0,2,0,0,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0,2,1,2,1,1,0,1,2,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,4,0,1,0,2,0,1,1,0,0,5,1,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,2,1,5,0,0,0,1,0,14,0,1,8,3,0,1,1,4,0,1,1,2,8,0,7,0,0,1,1,2,0,3,6,5,0,1,5,0,8,0,1,4,0,2,6,1,0,2,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,5,1,0,1,1,5,0,10,3,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-03-25,5,1,0,0,0,1,0,5,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,2,0,1,6,1,0,0,0,0,0,0,1,1,0,1,3,0,1,0,0,0,0,1,4,1,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,0,0,0,1,0,0,0,1,0,3,0,0,0,3,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,0,16,0,1,7,1,0,1,1,7,2,0,2,2,3,0,2,1,0,2,1,6,0,5,1,7,2,3,3,2,4,1,0,10,0,2,8,2,0,0,2,1,0,0,0,5,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,1,4,3,0,0,1,0,0,0,7,0,8,0,0,3,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2020-03-26,8,1,0,1,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7,1,1,0,0,1,0,2,0,0,1,1,2,1,0,2,0,0,2,0,0,0,2,0,1,0,0,0,0,3,4,0,0,3,0,0,2,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6,0,1,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,15,0,2,9,2,2,1,0,2,0,0,1,2,4,0,2,0,0,2,0,2,0,8,2,8,2,2,4,2,6,1,0,9,0,3,9,1,1,0,1,1,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,5,0,0,2,0,2,1,7,2,10,0,0,3,0,0,1,0,0,2,0,0,0,0,2,0,5,0,0,0,0,1,0
2020-03-27,7,4,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,0,1,0,1,0,0,10,4,0,0,0,1,0,0,1,0,0,1,4,0,2,0,2,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,1,0,1,2,0,0,1,7,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,1,1,1,3,2,2,0,0,0,0,2,0,0,0,1,0,0,0,2,0,6,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,2,4,0,0,0,3,2,0,0,1,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,10,1,0,0,0,0,0,0,1,2,0,3,1,1,0,1,0,9,0,2,4,1,1,1,1,3,0,2,2,0,5,0,3,0,0,3,2,1,0,4,1,10,1,2,3,2,7,0,0,4,0,2,11,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,5,0,0,5,1,2,1,7,2,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
